"circuit_index","phenotype_pattern","count"
82,"0000|1001|1111",2
82,"0000|1000|1101|1111",6
82,"0000|0011|1001|1011|1101",1
82,"0000|1000|1111",3
82,"0000|0011|1000|1011|1111",1
82,"0000|0011|1000|1011|1101|1111",1
82,"0000|0011|1000|1011|1100|1111",1
83,"0000|0011|1111",9327
83,"0000|0011|1000|1111",503
83,"0000|0011|1000|1100|1111",10
83,"0000|0011|1011|1111",155
83,"0000|0011|1000|1011|1111",5
84,"0000|0011|1011|1111",9436
84,"0000|0011|1000|1011|1111",463
84,"0000|0011|1000|1011|1100|1111",3
84,"0000|0011|1000|1011|1101|1111",30
84,"0000|0011|1011|1101|1111",59
84,"0000|0011|1000|1011|1101",8
84,"0000|0011|1011|1101",1
85,"0000|0011|1111",5136
85,"0000|1111",3810
85,"0000|0011|1011|1111",521
85,"0000|0011|1000|1111",257
85,"0000|0011|1000|1011|1111",39
85,"0000|1000|1111",234
85,"0000|0011|1000|1100|1111",3
86,"0000|0011|1011|1111",8784
86,"0000|0011|1001|1011|1111",909
86,"0000|0011|1000|1011|1111",182
86,"0000|0011|1001|1011|1101|1111",48
86,"0000|0011|1001|1111",67
86,"0000|0011|1001|1101|1111",4
86,"0000|0011|1001|1101",2
86,"0000|0011|1000|1011|1100|1111",3
86,"0000|0011|1000|1011|1101|1111",1
87,"0000|1111",1603
87,"0000|0011|1111",7800
87,"0000|0011|1000|1111",431
87,"0000|1000|1111",83
87,"0000|0011|1011|1111",68
87,"0000|0011|1000|1100|1111",8
87,"0000|0011|1000|1011|1111",5
87,"0000|1000|1100|1111",2
88,"0000|1111",7133
88,"0000|0011|1111",2312
88,"0000|1000|1100|1111",366
88,"0000|0011|1000|1111",20
88,"0000|0011|1000|1100|1111",109
88,"0000|1000|1111",57
88,"0000|0011|1011|1111",3
89,"0000|0011|1111",1999
89,"0000|1111",6379
89,"0000|1101",67
89,"0000|1101|1111",646
89,"0000|1000|1101|1111",142
89,"0000|0011|1011|1111",218
89,"0000|0011|1011|1101|1111",29
89,"0000|1000|1101",143
89,"0000|0011|1101|1111",161
89,"0000|0011|1000|1100|1111",18
89,"0000|1000|1100|1111",71
89,"0000|0011|1000|1101",40
89,"0000|0011|1000|1101|1111",49
89,"0000|0011|1000|1011|1101",5
89,"0000|0011|1101",12
89,"0000|0011|1000|1011|1101|1111",5
89,"0000|1000|1111",13
89,"0000|0011|1011|1101",2
89,"0000|0011|1000|1011|1111",1
90,"0000|1111",8810
90,"0000|0011|1111",689
90,"0000|1000|1100|1111",404
90,"0000|1000|1111",69
90,"0000|0011|1000|1100|1111",18
90,"0000|0011|1000|1111",5
90,"0000|0011|1011|1111",5
91,"0000|1111",6573
91,"0000|0011|1111",1934
91,"0000|1001|1101",102
91,"0000|1001|1101|1111",671
91,"0000|0011|1011|1111",229
91,"0000|0011|1001|1101|1111",194
91,"0000|1101|1111",19
91,"0000|1000|1100|1111",90
91,"0000|0011|1000|1100|1111",35
91,"0000|0011|1001|1011|1101",1
91,"0000|0011|1101|1111",6
91,"0000|0011|1001|1101",26
91,"0000|1001|1111",29
91,"0000|0011|1001|1011|1101|1111",33
91,"0000|0011|1000|1101|1111",6
91,"0000|1000|1101|1111",18
91,"0000|1000|1111",15
91,"0000|0011|1000|1011|1111",1
91,"0000|0011|1000|1111",10
91,"0000|0011|1001|1111",5
91,"0000|0011|1000|1011|1100|1111",2
91,"0000|0011|1011|1101|1111",1
92,"0000|1111",7524
92,"0000|0011|1111",2035
92,"0000|1000|1111",62
92,"0000|1000|1100|1111",284
92,"0000|0011|1000|1100|1111",79
92,"0000|0011|1000|1111",14
92,"0000|0011|1011|1111",2
93,"0000|1111",7081
93,"0000|0011|1111",2150
93,"0000|0011|1000|1111",106
93,"0000|0011|1000|1011|1111",14
93,"0000|1000|1111",402
93,"0000|0011|1011|1111",238
93,"0000|1000|1100|1111",8
93,"0000|0011|1000|1100|1111",1
94,"0000|1000|1101|1111",358
94,"0000|1101",2521
94,"0000|1000|1101",904
94,"0000|0011|1000|1101",1238
94,"0000|1101|1111",116
94,"0000|0011|1000|1101|1111",519
94,"0000|0011|1101",3721
94,"0000|0011|1001|1101",80
94,"0000|0011|1101|1111",172
94,"0000|1001|1101|1111",6
94,"0000|0011|1000|1100|1111",185
94,"0000|1000|1100|1111",121
94,"0000|0011|1001|1101|1111",22
94,"0000|1001|1101",36
94,"0000|0011|1001|1011|1101",1
95,"0000|1000|1101|1111",1433
95,"0000|1000|1101",3491
95,"0000|0011|1000|1101",1960
95,"0000|1000|1100|1111",1402
95,"0000|0011|1000|1100|1111",811
95,"0000|0011|1000|1101|1111",903
96,"0000|1101",2368
96,"0000|0011|1101",3702
96,"0000|0011|1000|1101",1343
96,"0000|1000|1101",836
96,"0000|0011|1000|1101|1111",490
96,"0000|1000|1100|1111",117
96,"0000|1101|1111",93
96,"0000|0011|1101|1111",178
96,"0000|0011|1000|1100|1111",191
96,"0000|0011|1001|1101",255
96,"0000|1000|1101|1111",296
96,"0000|1001|1101",68
96,"0000|0011|1001|1101|1111",44
96,"0000|1001|1101|1111",19
97,"0000|0011|1101",1430
97,"0000|1000|1100|1111",1742
97,"0000|1101|1111",1726
97,"0000|1000|1101|1111",350
97,"0000|1101",2461
97,"0000|0011|1000|1100|1111",1011
97,"0000|0011|1101|1111",979
97,"0000|0011|1000|1101|1111",168
97,"0000|0011|1001|1101|1111",74
97,"0000|1001|1101|1111",55
97,"0000|0011|1001|1101",4
98,"0000|1101",2948
98,"0000|1000|1100|1111",178
98,"0000|1000|1101",1118
98,"0000|1000|1101|1111",430
98,"0000|0011|1101",2444
98,"0000|0011|1000|1101",1032
98,"0000|0011|1000|1101|1111",434
98,"0000|1101|1111",114
98,"0000|0011|1001|1101",745
98,"0000|0011|1000|1100|1111",143
98,"0000|0011|1101|1111",66
98,"0000|1001|1101",228
98,"0000|0011|1001|1101|1111",81
98,"0000|1001|1101|1111",37
98,"0000|0011|1001|1011|1101",2
99,"0000|0011|1000|1111",5242
99,"0000|1000|1111",3679
99,"0000|1000|1101",112
99,"0000|1000|1101|1111",292
99,"0000|0011|1000|1100|1111",49
99,"0000|0011|1000|1101|1111",443
99,"0000|0011|1000|1101",145
99,"0000|1000|1100|1111",30
99,"0000|0011|1000|1011|1101",1
99,"0000|0011|1000|1011|1111",6
99,"0000|0011|1000|1011|1101|1111",1
100,"0000|0011|1001|1101|1111",31
100,"0000|0011|1111",5113
100,"0000|0011|1000|1111",2829
100,"0000|0011|1000|1011|1111",47
100,"0000|0011|1001|1111",333
100,"0000|0011|1101",510
100,"0000|0011|1101|1111",631
100,"0000|0011|1000|1101|1111",299
100,"0000|0011|1000|1101",111
100,"0000|0011|1001|1011|1111",40
100,"0000|0011|1001|1101",28
100,"0000|0011|1000|1011|1101|1111",8
100,"0000|0011|1001|1011|1101|1111",7
100,"0000|0011|1000|1100|1111",8
100,"0000|0011|1001|1011|1101",4
100,"0000|0011|1000|1011|1101",1
101,"0000|0011|1111",3412
101,"0000|0011|1000|1111",1955
101,"0000|1000|1111",1297
101,"0000|1111",2311
101,"0000|0011|1101|1111",393
101,"0000|0011|1000|1100|1111",49
101,"0000|1101|1111",263
101,"0000|0011|1001|1111",94
101,"0000|1101",48
101,"0000|1000|1100|1111",35
101,"0000|0011|1101",66
101,"0000|0011|1000|1101|1111",16
101,"0000|0011|1001|1101|1111",6
101,"0000|1001|1111",33
101,"0000|0011|1000|1011|1111",2
101,"0000|1000|1101|1111",11
101,"0000|1001|1101|1111",5
101,"0000|0011|1001|1011|1111",4
102,"0000|0011|1111",2430
102,"0000|1000|1111",1234
102,"0000|0011|1000|1111",1474
102,"0000|1111",2082
102,"0000|0011|1001|1011|1111",158
102,"0000|0011|1001|1111",622
102,"0000|0011|1101",274
102,"0000|1000|1101|1111",152
102,"0000|0011|1101|1111",333
102,"0000|0011|1001|1101|1111",100
102,"0000|1001|1111",90
102,"0000|1101",200
102,"0000|1000|1100|1111",3
102,"0000|0011|1000|1011|1111",147
102,"0000|1101|1111",296
102,"0000|0011|1000|1101|1111",171
102,"0000|1000|1101",42
102,"0000|0011|1001|1101",48
102,"0000|0011|1001|1011|1101|1111",21
102,"0000|0011|1000|1101",67
102,"0000|0011|1001|1011|1101",13
102,"0000|0011|1000|1011|1101|1111",19
102,"0000|1001|1101|1111",10
102,"0000|0011|1000|1011|1101",6
102,"0000|1001|1101",5
102,"0000|0011|1000|1100|1111",2
102,"0000|0011|1000|1011|1100|1111",1
103,"0000|0011|1000|1111",5598
103,"0000|1000|1111",3306
103,"0000|0011|1000|1101|1111",447
103,"0000|1000|1101|1111",294
103,"0000|1000|1101",123
103,"0000|1000|1100|1111",26
103,"0000|0011|1000|1100|1111",55
103,"0000|0011|1000|1101",151
104,"0000|1000|1111",6056
104,"0000|0011|1000|1111",3614
104,"0000|0011|1000|1100|1111",131
104,"0000|1000|1100|1111",199
105,"0000|1000|1101|1111",370
105,"0000|1000|1111",4525
105,"0000|0011|1000|1111",4437
105,"0000|1000|1100|1111",30
105,"0000|0011|1000|1101|1111",375
105,"0000|1000|1101",126
105,"0000|0011|1000|1101",109
105,"0000|0011|1000|1100|1111",25
105,"0000|0011|1000|1011|1111",2
105,"0000|0011|1000|1011|1101|1111",1
106,"0000|0011|1000|1111",1915
106,"0000|0011|1111",3421
106,"0000|1111",2150
106,"0000|1000|1111",1231
106,"0000|1101|1111",244
106,"0000|0011|1101|1111",399
106,"0000|0011|1001|1111",286
106,"0000|0011|1101",55
106,"0000|1001|1111",83
106,"0000|1000|1100|1111",39
106,"0000|0011|1000|1100|1111",67
106,"0000|0011|1001|1101|1111",28
106,"0000|1101",47
106,"0000|0011|1000|1101|1111",12
106,"0000|1001|1101|1111",12
106,"0000|1000|1101|1111",8
106,"0000|1001|1101",1
106,"0000|0011|1001",1
106,"0000|0011|1001|1101",1
107,"0000|0011|1001|1111",4515
107,"0000|0011|1000|1101|1111",231
107,"0000|0011|1000|1111",2320
107,"0000|1001|1101",83
107,"0000|1001|1111",892
107,"0000|0011|1001|1101|1111",582
107,"0000|1000|1101|1111",66
107,"0000|0011|1001|1101",497
107,"0000|1000|1111",484
107,"0000|1000|1101",27
107,"0000|0011|1000|1011|1111",27
107,"0000|1001|1101|1111",130
107,"0000|0011|1000|1101",92
107,"0000|0011|1001|1011|1111",30
107,"0000|0011|1001|1011|1101|1111",9
107,"0000|0011|1000|1100|1111",9
107,"0000|1000|1100|1111",3
107,"0000|0011|1000|1011|1101|1111",1
107,"0000|0011|1001|1011|1101",2
108,"0000|0011|1111",2127
108,"0000|1000|1111",1603
108,"0000|0011|1101|1111",288
108,"0000|0011|1000|1111",1619
108,"0000|1101|1111",331
108,"0000|1111",2760
108,"0000|0011|1001|1111",738
108,"0000|0011|1000|1100|1111",47
108,"0000|1001|1111",208
108,"0000|0011|1001|1101|1111",98
108,"0000|1000|1101|1111",10
108,"0000|1001|1101|1111",14
108,"0000|1000|1100|1111",53
108,"0000|0011|1000|1101|1111",12
108,"0000|1101",45
108,"0000|0011|1101",42
108,"0000|0011|1000|1011|1111",1
108,"0000|0011|1001|1101",2
108,"0000|0011|1001|1011|1111",2
109,"0000|0011|1000|1101",392
109,"0000|1000|1101",4953
109,"0000|1000|1100|1111",2031
109,"0000|1000|1101|1111",2271
109,"0000|0011|1000|1101|1111",170
109,"0000|0011|1000|1100|1111",183
110,"0000|1000|1101",1616
110,"0000|1101",4553
110,"0000|0011|1101",1484
110,"0000|0011|1000|1101",547
110,"0000|0011|1101|1111",54
110,"0000|1000|1101|1111",618
110,"0000|0011|1000|1101|1111",234
110,"0000|1001|1101",258
110,"0000|1000|1100|1111",231
110,"0000|1101|1111",166
110,"0000|0011|1001|1101|1111",18
110,"0000|0011|1001|1101",88
110,"0000|0011|1000|1100|1111",82
110,"0000|1001|1101|1111",51
111,"0000|1101",3524
111,"0000|1101|1111",2417
111,"0000|1000|1100|1111",2677
111,"0000|1000|1101|1111",533
111,"0000|0011|1101|1111",186
111,"0000|0011|1000|1100|1111",215
111,"0000|0011|1000|1101|1111",40
111,"0000|0011|1101",265
111,"0000|1001|1101|1111",132
111,"0000|0011|1001|1101|1111",11
112,"0000|1000|1100|1111",287
112,"0000|1000|1101|1111",795
112,"0000|1000|1101",1923
112,"0000|1001|1101|1111",132
112,"0000|1101",5216
112,"0000|0011|1101",301
112,"0000|0011|1000|1101",152
112,"0000|1101|1111",172
112,"0000|1001|1101",749
112,"0000|0011|1000|1100|1111",20
112,"0000|0011|1001|1101",162
112,"0000|0011|1000|1101|1111",66
112,"0000|0011|1101|1111",4
112,"0000|0011|1001|1101|1111",18
112,"0000|0011|1001|1011|1101",1
112,"0000|0011|1000|1011|1101",2
113,"0000|1000|1101|1111",1930
113,"0000|0011|1000|1101",818
113,"0000|0011|1000|1101|1111",396
113,"0000|1000|1101",4652
113,"0000|1000|1100|1111",1874
113,"0000|0011|1000|1100|1111",330
114,"0000|1000|1100|1111",9560
114,"0000|0011|1000|1100|1111",440
115,"0000|1000|1101",5033
115,"0000|1000|1100|1111",2121
115,"0000|1000|1101|1111",2253
115,"0000|0011|1000|1100|1111",134
115,"0000|0011|1000|1101",311
115,"0000|0011|1000|1101|1111",148
116,"0000|1101",3293
116,"0000|1000|1100|1111",2355
116,"0000|1001|1101|1111",259
116,"0000|0011|1000|1100|1111",421
116,"0000|1101|1111",2085
116,"0000|1000|1101|1111",431
116,"0000|0011|1101",585
116,"0000|0011|1101|1111",379
116,"0000|0011|1001|1101|1111",63
116,"0000|0011|1000|1101|1111",57
116,"0000|1001|1101",50
116,"0000|0011|1001|1101",22
117,"0000|0011|1001|1101",1337
117,"0000|1001|1101",5063
117,"0000|1000|1100|1111",250
117,"0000|1000|1101",1719
117,"0000|1000|1101|1111",658
117,"0000|1001|1101|1111",219
117,"0000|0011|1000|1101",464
117,"0000|0011|1000|1101|1111",154
117,"0000|0011|1001|1101|1111",70
117,"0000|0011|1000|1100|1111",64
117,"0000|0011|1001|1011|1101",2
118,"0000|1001|1101|1111",694
118,"0000|1000|1100|1111",2639
118,"0000|1101",3390
118,"0000|1000|1101|1111",526
118,"0000|1101|1111",1952
118,"0000|0011|1001|1101",40
118,"0000|1001|1101",197
118,"0000|0011|1000|1100|1111",161
118,"0000|0011|1101",197
118,"0000|0011|1000|1101|1111",42
118,"0000|0011|1001|1101|1111",103
118,"0000|0011|1101|1111",58
118,"0000|1000|1100",1
119,"0000|0011|1000|1101|1111",189
119,"0000|0011|1000|1111",2244
119,"0000|1000|1111",6657
119,"0000|1000|1101|1111",609
119,"0000|1000|1101",167
119,"0000|0011|1000|1101",66
119,"0000|1000|1100|1111",51
119,"0000|0011|1000|1011|1111",2
119,"0000|0011|1000|1100|1111",14
119,"0000|0011|1000|1011|1101|1111",1
120,"0000|0011|1000|1111",702
120,"0000|1000|1111",8926
120,"0000|1000|1100|1111",343
120,"0000|0011|1000|1100|1111",29
121,"0000|0011|1000|1111",705
121,"0000|1000|1101|1111",722
121,"0000|1000|1111",8182
121,"0000|0011|1000|1101|1111",60
121,"0000|1000|1101",214
121,"0000|1000|1100|1111",79
121,"0000|0011|1000|1101",19
121,"0000|0011|1000|1100|1111",8
121,"0000|0011|1000|1011|1111",10
121,"0000|0011|1000|1011|1101",1
122,"0000|1101|1111",438
122,"0000|1111",4088
122,"0000|0011|1101",28
122,"0000|0011|1111",1431
122,"0000|1000|1111",2421
122,"0000|0011|1000|1111",807
122,"0000|0011|1001|1111",104
122,"0000|0011|1101|1111",171
122,"0000|1001|1111",288
122,"0000|1101",80
122,"0000|1000|1100|1111",59
122,"0000|0011|1000|1100|1111",22
122,"0000|1000|1101|1111",17
122,"0000|0011|1001|1011|1111",1
122,"0000|1001|1101|1111",34
122,"0000|0011|1001|1101|1111",6
122,"0000|0011|1000|1101|1111",4
122,"0000|0011|1000|1011|1111",1
123,"0000|1001|1111",4000
123,"0000|1000|1111",2222
123,"0000|1001|1101|1111",515
123,"0000|0011|1001|1111",1267
123,"0000|0011|1000|1111",637
123,"0000|1000|1101|1111",242
123,"0000|0011|1001|1101|1111",190
123,"0000|1001|1101",373
123,"0000|0011|1001|1011|1111",109
123,"0000|0011|1000|1101|1111",72
123,"0000|0011|1000|1011|1111",101
123,"0000|0011|1001|1101",131
123,"0000|1000|1101",70
123,"0000|0011|1000|1101",32
123,"0000|0011|1001|1011|1101|1111",9
123,"0000|0011|1000|1011|1101|1111",13
123,"0000|1000|1100|1111",10
123,"0000|0011|1000|1100|1111",1
123,"0000|0011|1001|1011|1101",5
123,"0000|0011|1000|1011|1101",1
124,"0000|0011|1000|1111",208
124,"0000|1101|1111",552
124,"0000|1111",4679
124,"0000|1001|1111",805
124,"0000|1000|1111",2950
124,"0000|0011|1111",266
124,"0000|1101",95
124,"0000|1001|1101|1111",81
124,"0000|1000|1100|1111",100
124,"0000|1000|1101|1111",24
124,"0000|0011|1001|1111",166
124,"0000|0011|1001|1101|1111",17
124,"0000|0011|1101|1111",25
124,"0000|0011|1000|1011|1111",3
124,"0000|1001|1101",5
124,"0000|0011|1000|1100|1111",4
124,"0000|0011|1001|1011|1111",5
124,"0000|0011|1101",10
124,"0000|0011|1000|1101|1111",2
124,"0000|0011|1001|1101",3
125,"0000|1000|1111",8153
125,"0000|0011|1000|1111",1509
125,"0000|1000|1100|1111",292
125,"0000|0011|1000|1100|1111",46
126,"0000|0011|1000|1111",1851
126,"0000|1000|1111",7016
126,"0000|1000|1101|1111",633
126,"0000|0011|1000|1101|1111",177
126,"0000|1000|1101",194
126,"0000|1000|1100|1111",65
126,"0000|0011|1000|1101",51
126,"0000|0011|1000|1100|1111",11
126,"0000|0011|1000|1011|1111",2
127,"0000|1000|1111",9084
127,"0000|0011|1000|1111",568
127,"0000|1000|1100|1111",332
127,"0000|0011|1000|1100|1111",16
128,"0000|1001|1111",4632
128,"0000|0011|1001|1111",1199
128,"0000|1000|1111",2527
128,"0000|1001|1101|1111",573
128,"0000|1001|1101",85
128,"0000|0011|1000|1111",689
128,"0000|0011|1001|1101|1111",156
128,"0000|1000|1101|1111",18
128,"0000|1000|1100|1111",90
128,"0000|0011|1000|1100|1111",12
128,"0000|0011|1001|1101",17
128,"0000|0011|1001|1011|1111",1
128,"0000|0011|1000|1101|1111",1
129,"0000|1111",3531
129,"0000|0011|1111",5036
129,"0000|0011|1000|1101",134
129,"0000|1101|1111",352
129,"0000|0011|1101|1111",470
129,"0000|0011|1101",70
129,"0000|1000|1101",74
129,"0000|0011|1000|1101|1111",105
129,"0000|0011|1000|1100|1111",58
129,"0000|1000|1101|1111",62
129,"0000|1101",51
129,"0000|1000|1100|1111",36
129,"0000|0011|1011|1111",4
129,"0000|1000|1111",6
129,"0000|0011|1000|1111",9
129,"0000|0011|1011|1101|1111",1
129,"0000|0011|1000|1011|1101",1
130,"0000|0011|1111",7681
130,"0000|0011|1101|1111",1209
130,"0000|0011|1101",757
130,"0000|0011|1000|1101",114
130,"0000|0011|1001|1101|1111",9
130,"0000|0011|1000|1111",2
130,"0000|0011|1011|1111",104
130,"0000|0011|1000|1101|1111",63
130,"0000|0011|1001|1011|1101",10
130,"0000|0011|1000|1100|1111",12
130,"0000|0011|1001|1011|1101|1111",7
130,"0000|0011|1001|1101",18
130,"0000|0011|1011|1101|1111",11
130,"0000|0011|1011|1101",1
130,"0000|0011|1000|1011|1101",1
130,"0000|0011|1000|1011|1100|1111",1
131,"0000|0011|1101|1111",512
131,"0000|1111",3613
131,"0000|0011|1111",5183
131,"0000|1101|1111",339
131,"0000|0011|1000|1101|1111",9
131,"0000|0011|1000|1100|1111",81
131,"0000|1000|1100|1111",49
131,"0000|1101",70
131,"0000|0011|1101",105
131,"0000|0011|1001|1101|1111",5
131,"0000|1000|1111",8
131,"0000|1000|1101|1111",7
131,"0000|0011|1011|1111",1
131,"0000|0011|1000|1111",16
131,"0000|1001|1101|1111",1
131,"0000|0011|1001|1011|1101|1111",1
132,"0000|0011|1111",4199
132,"0000|0011|1101|1111",697
132,"0000|1111",3290
132,"0000|0011|1101",363
132,"0000|1101|1111",486
132,"0000|0011|1011|1111",315
132,"0000|0011|1000|1101|1111",34
132,"0000|1101",299
132,"0000|0011|1001|1011|1101|1111",23
132,"0000|1000|1101",36
132,"0000|0011|1001|1101",68
132,"0000|0011|1000|1101",55
132,"0000|1000|1101|1111",25
132,"0000|0011|1001|1011|1101",28
132,"0000|1001|1101",4
132,"0000|0011|1000|1100|1111",7
132,"0000|0011|1001|1101|1111",21
132,"0000|0011|1000|1011|1101|1111",2
132,"0000|0011|1011|1101|1111",33
132,"0000|0011|1011|1101",6
132,"0000|0011|1000|1011|1101",2
132,"0000|0011|1000|1111",1
132,"0000|1001|1101|1111",4
132,"0000|1000|1100|1111",2
133,"0000|0011|1111",5384
133,"0000|1111",3236
133,"0000|1101|1111",322
133,"0000|0011|1101|1111",473
133,"0000|0011|1000|1101|1111",97
133,"0000|0011|1101",62
133,"0000|0011|1000|1111",20
133,"0000|0011|1000|1100|1111",56
133,"0000|1000|1100|1111",31
133,"0000|1000|1101",80
133,"0000|0011|1000|1101",135
133,"0000|1000|1101|1111",54
133,"0000|1101",43
133,"0000|1000|1111",7
134,"0000|1111",5939
134,"0000|0011|1111",3563
134,"0000|1000|1100|1111",265
134,"0000|0011|1000|1100|1111",152
134,"0000|1000|1111",55
134,"0000|0011|1000|1111",26
135,"0000|1111",4340
135,"0000|0011|1101|1111",373
135,"0000|0011|1111",4253
135,"0000|1101|1111",425
135,"0000|1101",47
135,"0000|0011|1000|1100|1111",43
135,"0000|0011|1000|1101",113
135,"0000|1000|1100|1111",57
135,"0000|0011|1000|1101|1111",86
135,"0000|1000|1101",108
135,"0000|1000|1101|1111",78
135,"0000|0011|1000|1111",14
135,"0000|0011|1101",56
135,"0000|1000|1111",6
135,"0000|0011|1011|1111",1
136,"0000|1111",3285
136,"0000|0011|1111",5557
136,"0000|1101|1111",299
136,"0000|1000|1101|1111",7
136,"0000|1101",42
136,"0000|0011|1101|1111",543
136,"0000|1000|1100|1111",35
136,"0000|0011|1101",87
136,"0000|0011|1000|1100|1111",74
136,"0000|1000|1111",11
136,"0000|0011|1001|1101|1111",23
136,"0000|0011|1001|1101",2
136,"0000|0011|1011|1111",1
136,"0000|0011|1000|1111",12
136,"0000|1001|1101|1111",8
136,"0000|0011|1000|1101|1111",13
136,"0000|0011|1001|1111",1
137,"0000|0011|1111",6535
137,"0000|0011|1001|1101|1111",299
137,"0000|1101|1111",133
137,"0000|0011|1001|1101",563
137,"0000|1001|1101|1111",53
137,"0000|1111",1316
137,"0000|0011|1101|1111",665
137,"0000|0011|1011|1111",51
137,"0000|0011|1101",82
137,"0000|1000|1101|1111",9
137,"0000|1101",19
137,"0000|0011|1000|1101|1111",43
137,"0000|1001|1101",107
137,"0000|0011|1000|1111",4
137,"0000|0011|1001|1011|1101",5
137,"0000|0011|1000|1101",70
137,"0000|1000|1101",16
137,"0000|0011|1001|1011|1101|1111",3
137,"0000|0011|1011|1101|1111",7
137,"0000|0011|1000|1100|1111",14
137,"0000|1000|1100|1111",4
137,"0000|0011|1000|1011|1101",1
137,"0000|0011|1000|1011|1101|1111",1
138,"0000|1111",4442
138,"0000|0011|1111",4338
138,"0000|0011|1101|1111",361
138,"0000|1101|1111",437
138,"0000|1001|1101|1111",21
138,"0000|1101",73
138,"0000|0011|1001|1101|1111",77
138,"0000|1000|1100|1111",74
138,"0000|0011|1101",68
138,"0000|0011|1000|1100|1111",59
138,"0000|0011|1000|1101|1111",11
138,"0000|0011|1001|1111",2
138,"0000|1000|1101|1111",12
138,"0000|1001|1101",5
138,"0000|0011|1001|1101",7
138,"0000|1000|1111",7
138,"0000|0011|1000|1111",5
138,"0000|1001|1111",1
139,"0000|0011|1111",9302
139,"0000|0011|1011|1111",143
139,"0000|0011|1000|1111",455
139,"0000|0011|1000|1101|1111",35
139,"0000|0011|1101|1111",44
139,"0000|0011|1000|1100|1111",2
139,"0000|0011|1000|1011|1111",4
139,"0000|0011|1101",1
139,"0000|0011|1000|1101",10
139,"0000|0011|1000|1011|1101",1
139,"0000|0011|1011|1101|1111",3
140,"0000|1111",3778
140,"0000|0011|1111",5740
140,"0000|0011|1000|1111",283
140,"0000|1000|1111",188
140,"0000|0011|1000|1100|1111",5
140,"0000|1000|1100|1111",6
141,"0000|0011|1111",5106
141,"0000|1111",3806
141,"0000|0011|1011|1111",513
141,"0000|0011|1000|1111",226
141,"0000|0011|1000|1011|1111",33
141,"0000|0011|1101|1111",26
141,"0000|1000|1111",207
141,"0000|1101|1111",23
141,"0000|0011|1000|1101|1111",13
141,"0000|0011|1011|1101|1111",8
141,"0000|1000|1101|1111",18
141,"0000|1000|1101",3
141,"0000|0011|1000|1101",9
141,"0000|0011|1000|1011|1101|1111",7
141,"0000|1000|1100|1111",1
141,"0000|1101",1
142,"0000|0011|1111",9671
142,"0000|0011|1001|1111",20
142,"0000|0011|1000|1111",133
142,"0000|0011|1011|1111",83
142,"0000|0011|1101|1111",74
142,"0000|0011|1000|1011|1111",4
142,"0000|0011|1101",4
142,"0000|0011|1001|1011|1111",7
142,"0000|0011|1001|1101|1111",2
