"circuit_index","phenotype_pattern","count"
142,"0000|0011|1000|1100|1111",2
143,"0000|0011|1011|1111",8768
143,"0000|0011|1001|1011|1111",798
143,"0000|0011|1001|1011|1101|1111",94
143,"0000|0011|1000|1011|1111",162
143,"0000|0011|1001|1011|1101",17
143,"0000|0011|1001|1101|1111",18
143,"0000|0011|1011|1101",4
143,"0000|0011|1000|1011|1101|1111",16
143,"0000|0011|1001|1111",50
143,"0000|0011|1011|1101|1111",61
143,"0000|0011|1000|1011|1101",4
143,"0000|0011|1001|1101",8
144,"0000|0011|1111",5321
144,"0000|1111",3924
144,"0000|0011|1011|1111",382
144,"0000|0011|1000|1011|1111",8
144,"0000|0011|1000|1111",100
144,"0000|0011|1101|1111",38
144,"0000|1000|1111",78
144,"0000|0011|1001|1011|1111",35
144,"0000|1101|1111",33
144,"0000|0011|1001|1111",64
144,"0000|1001|1111",8
144,"0000|0011|1101",3
144,"0000|0011|1001|1101|1111",3
144,"0000|0011|1001|1011|1101|1111",1
144,"0000|1101",1
144,"0000|1000|1100|1111",1
145,"0000|0011|1111",5876
145,"0000|1111",3628
145,"0000|0011|1000|1111",295
145,"0000|1000|1111",192
145,"0000|0011|1011|1111",1
145,"0000|0011|1000|1100|1111",7
145,"0000|1000|1100|1111",1
146,"0000|0011|1111",7786
146,"0000|1111",1565
146,"0000|0011|1000|1111",372
146,"0000|0011|1000|1011|1101",1
146,"0000|0011|1101|1111",43
146,"0000|1000|1111",88
146,"0000|0011|1011|1111",72
146,"0000|0011|1000|1101|1111",32
146,"0000|1101|1111",16
146,"0000|0011|1000|1101",9
146,"0000|0011|1000|1011|1111",7
146,"0000|1000|1101|1111",7
146,"0000|0011|1000|1100|1111",1
146,"0000|0011|1011|1101|1111",1
147,"0000|1000|1111",262
147,"0000|0011|1111",4710
147,"0000|1111",4789
147,"0000|0011|1000|1111",224
147,"0000|0011|1000|1100|1111",5
147,"0000|1000|1100|1111",8
147,"0000|0011|1011|1111",2
148,"0000|0011|1111",7281
148,"0000|0011|1001|1101|1111",50
148,"0000|1111",1483
148,"0000|0011|1001|1111",760
148,"0000|0011|1000|1111",136
148,"0000|1000|1111",26
148,"0000|1001|1101|1111",12
148,"0000|1001|1111",169
148,"0000|0011|1011|1111",74
148,"0000|0011|1001|1011|1111",7
148,"0000|0011|1001|1011|1101|1111",1
148,"0000|0011|1001|1101",1
149,"0000|0011|1111",2075
149,"0000|1111",6485
149,"0000|1101|1111",595
149,"0000|1000|1101",173
149,"0000|0011|1000|1101",49
149,"0000|1000|1101|1111",121
149,"0000|0011|1101|1111",208
149,"0000|1000|1100|1111",90
149,"0000|0011|1000|1100|1111",32
149,"0000|0011|1000|1101|1111",49
149,"0000|1101",75
149,"0000|1000|1111",20
149,"0000|0011|1101",25
149,"0000|0011|1000|1111",2
149,"0000|0011|1011|1111",1
150,"0000|1111",8819
150,"0000|0011|1111",678
150,"0000|1000|1100|1111",400
150,"0000|1000|1111",73
150,"0000|0011|1000|1100|1111",26
150,"0000|0011|1000|1111",4
151,"0000|1111",7882
151,"0000|1101|1111",758
151,"0000|1000|1101",218
151,"0000|1000|1101|1111",184
151,"0000|0011|1111",685
151,"0000|1000|1100|1111",91
151,"0000|0011|1000|1101",15
151,"0000|1101",69
151,"0000|1000|1111",15
151,"0000|0011|1101|1111",53
151,"0000|0011|1000|1101|1111",11
151,"0000|0011|1101",5
151,"0000|0011|1011|1111",7
151,"0000|0011|1000|1100|1111",6
151,"0000|0011|1011|1101|1111",1
152,"0000|1111",6578
152,"0000|0011|1111",2206
152,"0000|1101|1111",650
152,"0000|1001|1101|1111",35
152,"0000|0011|1101|1111",208
152,"0000|1000|1100|1111",92
152,"0000|1101",109
152,"0000|0011|1000|1100|1111",29
152,"0000|0011|1000|1111",7
152,"0000|0011|1101",39
152,"0000|1000|1101|1111",17
152,"0000|0011|1001|1101|1111",4
152,"0000|1000|1111",17
152,"0000|0011|1000|1101|1111",5
152,"0000|0011|1011|1111",2
152,"0000|1001|1111",1
152,"0000|0011|1001|1011|1101",1
153,"0000|0011|1011|1111",208
153,"0000|0011|1111",1792
153,"0000|1111",5916
153,"0000|0011|1101|1111",198
153,"0000|1101|1111",648
153,"0000|1001|1101|1111",250
153,"0000|0011|1001|1101|1111",93
153,"0000|1000|1101",65
153,"0000|1001|1101",453
153,"0000|1000|1101|1111",40
153,"0000|0011|1101",22
153,"0000|0011|1001|1101",127
153,"0000|1101",67
153,"0000|0011|1001|1011|1101|1111",14
153,"0000|0011|1000|1101",21
153,"0000|0011|1001|1011|1101",20
153,"0000|0011|1011|1101|1111",23
153,"0000|0011|1000|1011|1100|1111",1
153,"0000|0011|1000|1101|1111",16
153,"0000|1000|1100|1111",11
153,"0000|0011|1000|1100|1111",4
153,"0000|0011|1000|1011|1101|1111",2
153,"0000|1000|1111",3
153,"0000|0011|1011|1101",3
153,"0000|0011|1000|1011|1101",2
153,"0000|0011|1000|1111",1
154,"0000|1111",8089
154,"0000|0011|1111",669
154,"0000|1101|1111",728
154,"0000|1101",140
154,"0000|1001|1101|1111",107
154,"0000|1000|1100|1111",122
154,"0000|0011|1101|1111",45
154,"0000|1000|1111",32
154,"0000|0011|1001|1111",2
154,"0000|0011|1011|1111",6
154,"0000|0011|1000|1101|1111",1
154,"0000|1000|1101|1111",16
154,"0000|0011|1000|1111",1
154,"0000|0011|1001|1101|1111",19
154,"0000|0011|1000|1100|1111",7
154,"0000|0011|1101",7
154,"0000|0011|1001|1011|1101|1111",2
154,"0000|0011|1000|1011|1100|1111",1
154,"0000|1001|1101",4
154,"0000|1001|1111",1
154,"0000|0011|1001|1101",1
155,"0000|0011|1111",1463
155,"0000|1000|1100|1111",377
155,"0000|1111",8005
155,"0000|1000|1111",76
155,"0000|0011|1000|1111",21
155,"0000|0011|1000|1100|1111",58
156,"0000|1111",6800
156,"0000|0011|1111",1779
156,"0000|1101|1111",635
156,"0000|1000|1101|1111",137
156,"0000|1000|1100|1111",80
156,"0000|0011|1000|1101|1111",44
156,"0000|1101",68
156,"0000|0011|1101|1111",165
156,"0000|1000|1101",176
156,"0000|0011|1000|1101",50
156,"0000|0011|1101",20
156,"0000|0011|1000|1100|1111",26
156,"0000|1000|1111",16
156,"0000|0011|1000|1111",4
157,"0000|1111",8901
157,"0000|1000|1111",83
157,"0000|0011|1111",589
157,"0000|1000|1100|1111",393
157,"0000|0011|1000|1100|1111",32
157,"0000|0011|1000|1111",2
158,"0000|1111",6958
158,"0000|1001|1101|1111",643
158,"0000|0011|1111",1881
158,"0000|0011|1001|1101|1111",162
158,"0000|1001|1101",120
158,"0000|1000|1101|1111",28
158,"0000|1101|1111",14
158,"0000|1000|1100|1111",89
158,"0000|0011|1000|1100|1111",21
158,"0000|1000|1111",17
158,"0000|0011|1000|1111",4
158,"0000|1001|1111",26
158,"0000|0011|1001|1101",21
158,"0000|0011|1001|1111",7
158,"0000|0011|1000|1101|1111",4
158,"0000|0011|1001|1011|1101|1111",1
158,"0000|0011|1101|1111",4
159,"0000|0011|1111",2370
159,"0000|1111",7113
159,"0000|1000|1111",385
159,"0000|0011|1000|1100|1111",2
159,"0000|0011|1000|1111",123
159,"0000|1000|1100|1111",5
159,"0000|0011|1011|1111",2
160,"0000|0011|1111",2150
160,"0000|1111",7050
160,"0000|1000|1111",349
160,"0000|1101|1111",45
160,"0000|0011|1011|1111",234
160,"0000|0011|1000|1111",95
160,"0000|0011|1000|1011|1111",13
160,"0000|1000|1101|1111",30
160,"0000|0011|1011|1101|1111",2
160,"0000|1000|1101",6
160,"0000|0011|1101|1111",9
160,"0000|0011|1101",1
160,"0000|0011|1000|1101|1111",9
160,"0000|0011|1000|1101",2
160,"0000|1101",3
160,"0000|1000|1100|1111",2
161,"0000|1000|1111",434
161,"0000|1111",8844
161,"0000|0011|1111",671
161,"0000|0011|1000|1111",35
161,"0000|1000|1100|1111",8
161,"0000|0011|1011|1111",8
162,"0000|1111",6610
162,"0000|0011|1001|1111",220
162,"0000|0011|1011|1111",220
162,"0000|1001|1111",728
162,"0000|0011|1111",1945
162,"0000|1000|1111",124
162,"0000|1001|1101|1111",59
162,"0000|0011|1000|1011|1111",7
162,"0000|0011|1000|1111",37
162,"0000|0011|1001|1011|1111",31
162,"0000|1000|1101|1111",1
162,"0000|0011|1001|1101|1111",10
162,"0000|0011|1001|1101",2
162,"0000|1000|1100|1111",4
162,"0000|0011|1000|1100|1111",1
162,"0000|0011|1001|1011|1101|1111",1
163,"0000|1111",7504
163,"0000|0011|1111",1958
163,"0000|1000|1111",403
163,"0000|0011|1000|1111",123
163,"0000|0011|1011|1111",2
163,"0000|1000|1100|1111",8
163,"0000|0011|1000|1100|1111",2
164,"0000|1000|1101",1432
164,"0000|1101",3847
164,"0000|0011|1101",2331
164,"0000|0011|1000|1100|1111",104
164,"0000|1000|1101|1111",502
164,"0000|0011|1000|1101|1111",309
164,"0000|0011|1000|1101",832
164,"0000|1101|1111",181
164,"0000|1001|1101",51
164,"0000|1000|1100|1111",198
164,"0000|1001|1101|1111",18
164,"0000|0011|1101|1111",110
164,"0000|0011|1001|1101|1111",14
164,"0000|0011|1001|1101",71
165,"0000|1111",2219
165,"0000|0011|1101",308
165,"0000|0011|1111",3204
165,"0000|1000|1101|1111",124
165,"0000|0011|1001|1111",96
165,"0000|0011|1000|1111",1639
165,"0000|0011|1000|1101",79
165,"0000|1000|1111",1170
165,"0000|0011|1000|1101|1111",173
165,"0000|1101|1111",256
165,"0000|0011|1101|1111",399
165,"0000|1101",223
165,"0000|1001|1111",31
165,"0000|0011|1001|1101|1111",12
165,"0000|1000|1101",47
165,"0000|1001|1101|1111",5
165,"0000|0011|1000|1100|1111",5
165,"0000|0011|1001|1101",7
165,"0000|1000|1100|1111",3
166,"0000|1000|1111",5670
166,"0000|0011|1000|1111",3241
166,"0000|1000|1101",166
166,"0000|1000|1101|1111",485
166,"0000|0011|1000|1101|1111",274
166,"0000|1000|1100|1111",42
166,"0000|0011|1000|1100|1111",29
166,"0000|0011|1000|1101",93
167,"0000|1000|1111",1093
167,"0000|1111",1980
167,"0000|0011|1111",3125
167,"0000|0011|1000|1111",1774
167,"0000|1101",223
167,"0000|1101|1111",268
167,"0000|1000|1101",54
167,"0000|0011|1000|1101|1111",173
167,"0000|0011|1101|1111",427
167,"0000|0011|1001|1101|1111",33
167,"0000|0011|1001|1111",234
167,"0000|1001|1111",78
167,"0000|1000|1101|1111",119
167,"0000|0011|1000|1101",76
167,"0000|0011|1101",295
167,"0000|1001|1101",5
167,"0000|0011|1001|1101",24
167,"0000|1000|1100|1111",4
167,"0000|0011|1000|1100|1111",7
167,"0000|1001|1101|1111",8
168,"0000|0011|1111",2117
168,"0000|1111",3703
168,"0000|1000|1111",1999
168,"0000|1101|1111",421
168,"0000|0011|1000|1111",1148
168,"0000|0011|1101|1111",240
168,"0000|0011|1000|1100|1111",43
168,"0000|0011|1101",39
168,"0000|0011|1001|1111",77
168,"0000|1001|1111",63
168,"0000|1000|1100|1111",58
168,"0000|0011|1000|1101|1111",5
168,"0000|1000|1101|1111",17
168,"0000|1101",66
168,"0000|0011|1001|1101|1111",2
168,"0000|1001|1101|1111",2
169,"0000|0011|1111",1973
169,"0000|0011|1000|1111",1456
169,"0000|1111",2469
169,"0000|0011|1101|1111",276
169,"0000|1000|1111",1485
169,"0000|0011|1000|1101",56
169,"0000|0011|1001|1111",670
169,"0000|1000|1101|1111",156
169,"0000|1101|1111",328
169,"0000|1001|1101|1111",28
169,"0000|0011|1101",209
169,"0000|1001|1111",234
169,"0000|0011|1001|1101|1111",81
169,"0000|1101",258
169,"0000|1000|1101",65
169,"0000|0011|1001|1101",69
169,"0000|0011|1000|1101|1111",164
169,"0000|1000|1100|1111",7
169,"0000|1001|1101",13
169,"0000|0011|1000|1100|1111",2
169,"0000|0011|1000|1011|1111",1
170,"0000|1101",5786
170,"0000|1101|1111",244
170,"0000|1000|1101",2081
170,"0000|1000|1101|1111",761
170,"0000|0011|1101",471
170,"0000|1000|1100|1111",290
170,"0000|0011|1000|1101",157
170,"0000|0011|1000|1101|1111",62
170,"0000|1001|1101",95
170,"0000|0011|1000|1100|1111",15
170,"0000|0011|1101|1111",14
170,"0000|1001|1101|1111",14
170,"0000|0011|1001|1101",7
170,"0000|0011|1001|1101|1111",3
171,"0000|1000|1100|1111",2140
171,"0000|1000|1101",5181
171,"0000|1000|1101|1111",2235
171,"0000|0011|1000|1100|1111",98
171,"0000|0011|1000|1101",241
171,"0000|0011|1000|1101|1111",105
172,"0000|0011|1101",980
172,"0000|1101",5084
172,"0000|1000|1100|1111",248
172,"0000|1000|1101",1839
172,"0000|1000|1101|1111",684
172,"0000|0011|1000|1101|1111",123
172,"0000|0011|1000|1101",344
172,"0000|1001|1101|1111",41
172,"0000|1101|1111",224
172,"0000|1001|1101",261
172,"0000|0011|1001|1101",73
172,"0000|0011|1101|1111",38
172,"0000|0011|1000|1100|1111",55
172,"0000|0011|1001|1101|1111",6
173,"0000|1101",3730
173,"0000|1000|1100|1111",2696
173,"0000|1101|1111",2480
173,"0000|0011|1101|1111",129
173,"0000|0011|1101",176
173,"0000|1000|1101|1111",476
173,"0000|1001|1101|1111",156
173,"0000|0011|1000|1101|1111",21
173,"0000|1001|1101",1
173,"0000|0011|1000|1100|1111",124
173,"0000|0011|1001|1101|1111",10
173,"0000|0011|1001|1101",1
174,"0000|1101",5165
174,"0000|1001|1101",814
174,"0000|0011|1000|1101",130
174,"0000|1000|1101",2030
174,"0000|1000|1101|1111",807
174,"0000|1001|1101|1111",102
174,"0000|1000|1100|1111",285
174,"0000|0011|1000|1101|1111",55
174,"0000|0011|1001|1101",158
174,"0000|1101|1111",172
174,"0000|0011|1101",251
174,"0000|0011|1000|1100|1111",19
174,"0000|0011|1101|1111",6
174,"0000|0011|1001|1101|1111",6
175,"0000|1000|1111",8248
175,"0000|1000|1101|1111",720
175,"0000|1000|1101",218
175,"0000|0011|1000|1111",653
175,"0000|0011|1000|1101|1111",67
175,"0000|0011|1000|1101",19
175,"0000|1000|1100|1111",64
175,"0000|0011|1000|1100|1111",11
176,"0000|1111",3881
176,"0000|1101|1111",481
176,"0000|0011|1111",1213
176,"0000|1101",386
176,"0000|1000|1111",2185
176,"0000|0011|1101",135
176,"0000|1001|1111",261
176,"0000|0011|1000|1111",686
176,"0000|0011|1001|1111",79
176,"0000|1000|1101|1111",227
176,"0000|0011|1000|1101|1111",85
176,"0000|0011|1001|1101|1111",12
176,"0000|0011|1001|1101",9
176,"0000|1000|1101",102
176,"0000|0011|1101|1111",157
176,"0000|0011|1000|1101",34
176,"0000|1001|1101",26
176,"0000|1001|1101|1111",29
176,"0000|0011|1000|1011|1111",2
176,"0000|1000|1100|1111",9
176,"0000|0011|1000|1100|1111",1
177,"0000|1000|1111",2906
177,"0000|1111",5367
177,"0000|1101|1111",634
177,"0000|0011|1111",414
177,"0000|1001|1111",113
177,"0000|0011|1000|1111",243
177,"0000|0011|1101|1111",50
177,"0000|1000|1101|1111",23
177,"0000|1000|1100|1111",105
177,"0000|1001|1101|1111",9
177,"0000|1101",107
177,"0000|0011|1101",7
177,"0000|0011|1001|1111",10
177,"0000|0011|1000|1101|1111",2
177,"0000|0011|1000|1100|1111",8
177,"0000|0011|1000|1011|1111",1
177,"0000|0011|1001|1101|1111",1
178,"0000|1111",4361
178,"0000|1101",425
178,"0000|1000|1101|1111",252
178,"0000|1001|1111",739
178,"0000|1000|1111",2641
178,"0000|1101|1111",585
178,"0000|0011|1001|1111",151
178,"0000|1001|1101",64
178,"0000|0011|1111",232
178,"0000|0011|1000|1111",191
178,"0000|1000|1101",115
178,"0000|1001|1101|1111",85
178,"0000|1000|1100|1111",5
178,"0000|0011|1101",26
178,"0000|0011|1000|1101|1111",37
178,"0000|0011|1000|1100|1111",1
178,"0000|0011|1101|1111",44
178,"0000|0011|1001|1101",13
178,"0000|0011|1001|1101|1111",20
178,"0000|0011|1001|1011|1111",3
178,"0000|0011|1000|1101",8
178,"0000|0011|1000|1011|1101",1
178,"0000|0011|1000|1011|1111",1
179,"0000|1000|1111",7555
179,"0000|0011|1000|1111",1363
179,"0000|1000|1101|1111",650
179,"0000|1000|1101",207
179,"0000|1000|1100|1111",74
179,"0000|0011|1000|1101",32
179,"0000|0011|1000|1101|1111",110
179,"0000|0011|1000|1100|1111",9
180,"0000|1000|1111",9243
180,"0000|1000|1100|1111",332
180,"0000|0011|1000|1111",409
180,"0000|0011|1000|1100|1111",16
181,"0000|1000|1111",8347
181,"0000|1000|1101",219
181,"0000|0011|1000|1111",568
181,"0000|1000|1101|1111",728
181,"0000|1000|1100|1111",74
181,"0000|0011|1000|1101",14
181,"0000|0011|1000|1100|1111",6
181,"0000|0011|1000|1101|1111",44
182,"0000|0011|1111",837
182,"0000|1000|1111",2722
182,"0000|1111",4718
182,"0000|1101|1111",533
182,"0000|1001|1111",305
182,"0000|1101",84
182,"0000|0011|1000|1111",476
182,"0000|1000|1100|1111",84
182,"0000|0011|1001|1111",58
182,"0000|0011|1101|1111",98
182,"0000|0011|1101",20
182,"0000|1001|1101|1111",20
182,"0000|0011|1001|1101|1111",8
182,"0000|0011|1000|1100|1111",12
182,"0000|1001|1101",4
182,"0000|1000|1101|1111",21
183,"0000|1000|1111",2286
183,"0000|1001|1101",407
183,"0000|1001|1111",4368
183,"0000|0011|1000|1111",603
183,"0000|1001|1101|1111",557
183,"0000|0011|1001|1111",1091
183,"0000|0011|1001|1101|1111",163
183,"0000|1000|1101|1111",212
183,"0000|1000|1101",97
183,"0000|0011|1001|1101",112
183,"0000|0011|1000|1101|1111",70
183,"0000|0011|1000|1100|1111",1
183,"0000|0011|1000|1101",26
183,"0000|0011|1001|1011|1111",1
183,"0000|1000|1100|1111",6
184,"0000|1111",4668
184,"0000|1001|1111",834
184,"0000|1101|1111",557
184,"0000|1000|1111",3012
184,"0000|0011|1000|1111",190
184,"0000|0011|1111",228
184,"0000|1001|1101|1111",82
184,"0000|0011|1101|1111",26
184,"0000|1101",84
184,"0000|0011|1001|1111",153
184,"0000|1000|1100|1111",106
184,"0000|0011|1001|1101|1111",15
184,"0000|1000|1101|1111",24
184,"0000|0011|1001|1101",1
184,"0000|1001|1101",7
184,"0000|0011|1101",6
184,"0000|0011|1000|1100|1111",6
184,"0000|0011|1000|1101|1111",1
185,"0000|1111",3241
185,"0000|0011|1111",4633
185,"0000|1101",290
185,"0000|0011|1101|1111",756
185,"0000|1000|1101",30
185,"0000|0011|1101",443
185,"0000|1101|1111",477
185,"0000|1000|1101|1111",20
185,"0000|0011|1000|1101",55
185,"0000|0011|1000|1101|1111",38
185,"0000|1000|1100|1111",5
185,"0000|0011|1011|1111",3
185,"0000|0011|1001|1101",3
185,"0000|1001|1101",3
185,"0000|1000|1111",1
185,"0000|0011|1000|1111",1
185,"0000|0011|1000|1100|1111",1
186,"0000|1111",5466
186,"0000|0011|1111",3106
186,"0000|1101|1111",491
186,"0000|0011|1000|1101",88
186,"0000|0011|1101|1111",278
186,"0000|1000|1101|1111",96
186,"0000|1000|1101",155
186,"0000|1101",82
186,"0000|0011|1000|1101|1111",69
186,"0000|0011|1101",51
186,"0000|1000|1100|1111",63
186,"0000|0011|1000|1100|1111",38
186,"0000|0011|1000|1111",8
186,"0000|1000|1111",9
187,"0000|0011|1111",4901
187,"0000|1101",298
187,"0000|1111",2987
187,"0000|1101|1111",434
187,"0000|0011|1101|1111",742
187,"0000|0011|1101",420
187,"0000|1000|1101",34
187,"0000|0011|1000|1101",53
187,"0000|0011|1000|1101|1111",50
187,"0000|1001|1101",11
187,"0000|0011|1001|1101|1111",8
187,"0000|1000|1101|1111",19
187,"0000|0011|1001|1101",20
187,"0000|0011|1000|1111",1
187,"0000|1001|1101|1111",4
187,"0000|0011|1000|1100|1111",9
187,"0000|1000|1100|1111",8
187,"0000|0011|1011|1101|1111",1
188,"0000|1101|1111",551
188,"0000|1111",5551
188,"0000|0011|1111",3281
188,"0000|1000|1100|1111",72
188,"0000|1000|1101|1111",15
188,"0000|0011|1101",48
188,"0000|1101",92
188,"0000|0011|1101|1111",304
188,"0000|1000|1111",14
188,"0000|0011|1000|1100|1111",42
188,"0000|0011|1000|1111",14
188,"0000|0011|1000|1101|1111",10
188,"0000|0011|1001|1101|1111",4
188,"0000|1001|1101|1111",2
189,"0000|0011|1111",3847
189,"0000|1111",4022
189,"0000|0011|1001|1101|1111",27
189,"0000|0011|1000|1101|1111",35
189,"0000|1101|1111",629
189,"0000|1101",340
189,"0000|0011|1101",313
189,"0000|0011|1101|1111",571
189,"0000|1000|1101",37
189,"0000|0011|1000|1100|1111",7
189,"0000|0011|1000|1101",53
189,"0000|0011|1001|1101",63
189,"0000|1000|1101|1111",31
189,"0000|0011|1000|1111",2
189,"0000|1001|1101",10
189,"0000|1000|1100|1111",3
189,"0000|1001|1101|1111",9
189,"0000|0011|1011|1111",1
190,"0000|0011|1111",5708
190,"0000|1111",3712
190,"0000|0011|1000|1111",291
190,"0000|1000|1111",185
190,"0000|0011|1000|1101|1111",18
190,"0000|0011|1101|1111",32
190,"0000|0011|1000|1101",7
190,"0000|1000|1101|1111",20
190,"0000|1101|1111",15
190,"0000|0011|1011|1111",8
190,"0000|0011|1101",1
190,"0000|0011|1000|1100|1111",2
190,"0000|1000|1101",1
191,"0000|0011|1111",9558
191,"0000|0011|1101|1111",120
191,"0000|0011|1101",38
191,"0000|0011|1000|1111",143
191,"0000|0011|1011|1111",82
191,"0000|0011|1001|1111",22
191,"0000|0011|1000|1101|1111",15
191,"0000|0011|1001|1011|1111",13
191,"0000|0011|1000|1011|1111",2
191,"0000|0011|1000|1101",3
191,"0000|0011|1001|1101",1
191,"0000|0011|1001|1011|1101",1
191,"0000|0011|1001|1011|1101|1111",1
191,"0000|0011|1001|1101|1111",1
192,"0000|0011|1111",5779
192,"0000|1111",3976
192,"0000|1000|1111",68
192,"0000|1101|1111",25
192,"0000|0011|1000|1111",106
192,"0000|0011|1101|1111",28
192,"0000|0011|1001|1111",8
192,"0000|1001|1111",3
192,"0000|0011|1011|1111",3
192,"0000|1101",3
192,"0000|0011|1000|1100|1111",1
193,"0000|0011|1111",5245
193,"0000|1111",3893
193,"0000|0011|1011|1111",412
193,"0000|1101|1111",50
193,"0000|0011|1001|1011|1101",1
193,"0000|0011|1101|1111",73
193,"0000|0011|1000|1111",68
193,"0000|1000|1111",70
193,"0000|0011|1001|1111",71
193,"0000|0011|1001|1011|1111",39
193,"0000|0011|1101",12
193,"0000|0011|1000|1011|1111",7
193,"0000|0011|1011|1101|1111",3
193,"0000|1000|1101|1111",7
193,"0000|0011|1000|1101|1111",10
193,"0000|1000|1101",3
193,"0000|0011|1001|1101|1111",8
193,"0000|0011|1001|1011|1101|1111",5
193,"0000|0011|1000|1101",3
193,"0000|1001|1111",3
193,"0000|1101",15
193,"0000|0011|1001|1101",1
193,"0000|0011|1000|1011|1101|1111",1
194,"0000|0011|1111",5795
194,"0000|1111",3630
194,"0000|0011|1000|1111",308
194,"0000|1000|1111",173
194,"0000|0011|1000|1101|1111",27
194,"0000|1000|1101|1111",14
194,"0000|0011|1101|1111",21
194,"0000|0011|1000|1101",7
194,"0000|1101|1111",20
194,"0000|1000|1100|1111",2
194,"0000|1101",1
194,"0000|1000|1101",2
195,"0000|0011|1111",3488
195,"0000|1111",6013
195,"0000|1000|1111",300
195,"0000|0011|1000|1111",193
195,"0000|1000|1100|1111",3
195,"0000|0011|1000|1100|1111",3
196,"0000|1111",4773
196,"0000|0011|1111",4666
196,"0000|1000|1111",245
196,"0000|0011|1000|1111",228
196,"0000|1101|1111",29
196,"0000|0011|1000|1101|1111",21
196,"0000|1000|1100|1111",2
196,"0000|0011|1101|1111",16
196,"0000|1000|1101|1111",13
196,"0000|0011|1000|1101",4
196,"0000|0011|1000|1100|1111",1
196,"0000|0011|1011|1111",1
196,"0000|0011|1101",1
197,"0000|0011|1111",5997
197,"0000|1111",3734
197,"0000|0011|1000|1111",107
197,"0000|0011|1101|1111",32
197,"0000|1000|1111",71
197,"0000|1101",3
197,"0000|1001|1111",8
197,"0000|0011|1001|1111",22
197,"0000|1101|1111",23
197,"0000|1000|1100|1111",2
197,"0000|0011|1001|1101|1111",1
198,"0000|0011|1111",7236
198,"0000|1111",1443
198,"0000|0011|1001|1101|1111",87
198,"0000|0011|1001|1111",725
198,"0000|0011|1000|1111",140
198,"0000|0011|1000|1101|1111",13
198,"0000|1001|1101|1111",17
198,"0000|1001|1111",142
198,"0000|0011|1001|1101",37
198,"0000|0011|1011|1111",69
198,"0000|1000|1111",23
198,"0000|0011|1101|1111",38
198,"0000|1001|1101",7
198,"0000|0011|1101",2
198,"0000|0011|1000|1011|1111",1
198,"0000|0011|1001|1011|1101",1
198,"0000|1101|1111",6
198,"0000|0011|1001|1011|1111",7
198,"0000|1000|1101|1111",2
198,"0000|1000|1101",1
198,"0000|0011|1000|1101",1
198,"0000|0011|1001|1011|1101|1111",1
198,"0000|0011|1011|1101|1111",1
