"circuit_index","phenotype_pattern","count"
199,"0000|0011|1111",4757
199,"0000|1111",4885
199,"0000|0011|1000|1111",93
199,"0000|1001|1111",28
199,"0000|1000|1111",81
199,"0000|0011|1101",1
199,"0000|0011|1001|1111",96
199,"0000|1101|1111",29
199,"0000|0011|1101|1111",23
199,"0000|0011|1001|1101|1111",3
199,"0000|1000|1101|1111",1
199,"0000|1101",2
199,"0000|0011|1011|1111",1
200,"0000|1111",7904
200,"0000|1000|1101",228
200,"0000|1101|1111",743
200,"0000|0011|1111",661
200,"0000|1000|1101|1111",129
200,"0000|1000|1100|1111",97
200,"0000|1101",105
200,"0000|0011|1000|1101|1111",13
200,"0000|0011|1101|1111",70
200,"0000|0011|1101",11
200,"0000|0011|1000|1101",9
200,"0000|1000|1111",22
200,"0000|0011|1000|1100|1111",7
200,"0000|0011|1000|1111",1
201,"0000|1111",5885
201,"0000|1101|1111",942
201,"0000|0011|1111",1927
201,"0000|0011|1101|1111",308
201,"0000|0011|1101",168
201,"0000|1000|1101|1111",43
201,"0000|1101",548
201,"0000|1000|1101",80
201,"0000|1001|1101",18
201,"0000|0011|1001|1101|1111",3
201,"0000|0011|1001|1101",10
201,"0000|0011|1000|1101",27
201,"0000|1000|1100|1111",10
201,"0000|0011|1000|1111",1
201,"0000|0011|1000|1101|1111",16
201,"0000|0011|1000|1100|1111",1
201,"0000|1001|1101|1111",10
201,"0000|1000|1111",3
202,"0000|1111",8176
202,"0000|1101|1111",780
202,"0000|0011|1111",640
202,"0000|1000|1101|1111",29
202,"0000|1101",143
202,"0000|1000|1100|1111",106
202,"0000|0011|1101|1111",70
202,"0000|1001|1101|1111",13
202,"0000|1000|1111",28
202,"0000|0011|1101",6
202,"0000|0011|1000|1101|1111",2
202,"0000|0011|1000|1100|1111",4
202,"0000|0011|1000|1111",3
203,"0000|1101",595
203,"0000|1111",7266
203,"0000|1101|1111",1141
203,"0000|0011|1111",574
203,"0000|0011|1101",36
203,"0000|1001|1101",62
203,"0000|0011|1101|1111",83
203,"0000|0011|1001|1101|1111",7
203,"0000|1000|1101",89
203,"0000|1000|1101|1111",60
203,"0000|1000|1111",5
203,"0000|1001|1101|1111",38
203,"0000|0011|1000|1101",10
203,"0000|0011|1001|1101",14
203,"0000|1000|1100|1111",8
203,"0000|0011|1011|1111",6
203,"0000|0011|1000|1101|1111",5
203,"0000|0011|1011|1101|1111",1
204,"0000|1111",7200
204,"0000|0011|1101|1111",137
204,"0000|0011|1111",1349
204,"0000|1101|1111",671
204,"0000|1000|1101|1111",159
204,"0000|1000|1101",185
204,"0000|1101",93
204,"0000|0011|1000|1101",37
204,"0000|1000|1100|1111",91
204,"0000|0011|1000|1101|1111",22
204,"0000|0011|1101",22
204,"0000|1000|1111",13
204,"0000|0011|1000|1100|1111",19
204,"0000|0011|1000|1111",2
205,"0000|1111",9056
205,"0000|1000|1100|1111",411
205,"0000|0011|1111",425
205,"0000|0011|1000|1100|1111",17
205,"0000|1000|1111",84
205,"0000|0011|1000|1111",7
206,"0000|1000|1100|1111",94
206,"0000|1111",8109
206,"0000|1101|1111",708
206,"0000|1000|1101",210
206,"0000|0011|1111",495
206,"0000|1101",104
206,"0000|0011|1101",9
206,"0000|1000|1111",15
206,"0000|1000|1101|1111",170
206,"0000|0011|1000|1101",10
206,"0000|0011|1101|1111",53
206,"0000|0011|1000|1101|1111",16
206,"0000|0011|1000|1100|1111",7
207,"0000|1101",112
207,"0000|0011|1111",1395
207,"0000|1111",7429
207,"0000|1101|1111",716
207,"0000|1000|1100|1111",108
207,"0000|1001|1101|1111",32
207,"0000|0011|1101|1111",103
207,"0000|1000|1111",18
207,"0000|1000|1101|1111",22
207,"0000|0011|1101",22
207,"0000|0011|1001|1101|1111",10
207,"0000|0011|1000|1100|1111",21
207,"0000|0011|1000|1111",4
207,"0000|1001|1101",2
207,"0000|0011|1000|1101|1111",4
207,"0000|1001|1111",1
207,"0000|0011|1001|1101",1
208,"0000|1001|1101",494
208,"0000|1111",6227
208,"0000|0011|1101",20
208,"0000|1101|1111",684
208,"0000|0011|1101|1111",181
208,"0000|0011|1111",1585
208,"0000|1001|1101|1111",326
208,"0000|0011|1001|1101|1111",80
208,"0000|1000|1101",84
208,"0000|0011|1001|1101",153
208,"0000|1101",83
208,"0000|0011|1000|1101|1111",7
208,"0000|1000|1101|1111",42
208,"0000|0011|1000|1101",18
208,"0000|1000|1100|1111",9
208,"0000|0011|1011|1111",1
208,"0000|0011|1000|1100|1111",2
208,"0000|1000|1111",4
209,"0000|1111",8260
209,"0000|1101|1111",731
209,"0000|1000|1100|1111",121
209,"0000|0011|1111",525
209,"0000|1101",132
209,"0000|1001|1101",12
209,"0000|1001|1101|1111",99
209,"0000|0011|1101|1111",36
209,"0000|1000|1111",23
209,"0000|0011|1001|1101|1111",26
209,"0000|1000|1101|1111",17
209,"0000|0011|1001|1101",4
209,"0000|0011|1101",5
209,"0000|0011|1000|1100|1111",7
209,"0000|0011|1000|1101|1111",1
209,"0000|1001|1111",1
210,"0000|1111",7157
210,"0000|1000|1111",330
210,"0000|0011|1111",2350
210,"0000|0011|1101|1111",13
210,"0000|1000|1101",5
210,"0000|0011|1000|1111",89
210,"0000|1101|1111",28
210,"0000|1000|1101|1111",11
210,"0000|0011|1000|1101",2
210,"0000|0011|1000|1101|1111",7
210,"0000|1000|1100|1111",4
210,"0000|1101",3
210,"0000|0011|1011|1111",1
211,"0000|1111",8807
211,"0000|0011|1111",696
211,"0000|1000|1111",454
211,"0000|0011|1000|1111",37
211,"0000|1000|1100|1111",6
212,"0000|1111",8709
212,"0000|1000|1111",423
212,"0000|0011|1111",716
212,"0000|1000|1101|1111",46
212,"0000|1101|1111",49
212,"0000|0011|1000|1111",29
212,"0000|0011|1101|1111",8
212,"0000|1000|1101",11
212,"0000|0011|1000|1101|1111",1
212,"0000|0011|1011|1111",4
212,"0000|1101",1
212,"0000|1000|1100|1111",2
212,"0000|0011|1000|1011|1111",1
213,"0000|0011|1111",2455
213,"0000|1111",7270
213,"0000|1000|1111",123
213,"0000|0011|1101|1111",11
213,"0000|0011|1000|1111",43
213,"0000|1101|1111",59
213,"0000|1001|1111",26
213,"0000|0011|1001|1111",9
213,"0000|1001|1101|1111",1
213,"0000|0011|1011|1111",1
213,"0000|1101",1
213,"0000|0011|1101",1
214,"0000|1111",6531
214,"0000|0011|1111",1926
214,"0000|1001|1111",683
214,"0000|1001|1101|1111",78
214,"0000|0011|1011|1111",231
214,"0000|0011|1000|1111",28
214,"0000|0011|1001|1111",231
214,"0000|1101|1111",44
214,"0000|1000|1111",120
214,"0000|0011|1001|1101|1111",16
214,"0000|0011|1001|1011|1111",33
214,"0000|0011|1101|1111",13
214,"0000|0011|1011|1101|1111",3
214,"0000|0011|1001|1011|1101|1111",4
214,"0000|1001|1101",22
214,"0000|0011|1101",1
214,"0000|1000|1101|1111",13
214,"0000|1000|1101",7
214,"0000|0011|1001|1101",4
214,"0000|0011|1001|1011|1101",2
214,"0000|1101",3
214,"0000|0011|1000|1101|1111",5
214,"0000|0011|1000|1100|1111",1
214,"0000|0011|1000|1011|1101",1
215,"0000|1111",8945
215,"0000|0011|1111",697
215,"0000|1000|1111",177
215,"0000|0011|1001|1111",24
215,"0000|1001|1111",86
215,"0000|1101|1111",45
215,"0000|1001|1101|1111",3
215,"0000|0011|1011|1111",4
215,"0000|0011|1000|1111",9
215,"0000|1000|1100|1111",4
215,"0000|0011|1101|1111",1
215,"0000|0011|1001|1101|1111",2
215,"0000|1101",3
216,"0000|1111",8007
216,"0000|1000|1111",403
216,"0000|0011|1111",1508
216,"0000|0011|1000|1111",74
216,"0000|1000|1100|1111",6
216,"0000|0011|1000|1100|1111",2
217,"0000|1111",7480
217,"0000|1000|1111",340
217,"0000|0011|1111",1977
217,"0000|1101|1111",49
217,"0000|0011|1000|1111",91
217,"0000|0011|1000|1101|1111",11
217,"0000|1000|1101|1111",29
217,"0000|0011|1101|1111",13
217,"0000|1101",1
217,"0000|1000|1101",6
217,"0000|0011|1011|1111",1
217,"0000|1000|1100|1111",1
217,"0000|0011|1000|1101",1
218,"0000|1111",8889
218,"0000|0011|1111",607
218,"0000|1000|1111",461
218,"0000|0011|1000|1111",36
218,"0000|1000|1100|1111",6
218,"0000|0011|1000|1100|1111",1
219,"0000|1111",6936
219,"0000|0011|1111",1833
219,"0000|1001|1111",794
219,"0000|1001|1101|1111",60
219,"0000|1000|1111",138
219,"0000|0011|1000|1111",34
219,"0000|0011|1001|1111",190
219,"0000|0011|1001|1101|1111",11
219,"0000|1000|1100|1111",2
219,"0000|1001|1101",1
219,"0000|0011|1000|1100|1111",1
220,"0000|0011|1111",1929
220,"0000|1111",3445
220,"0000|0011|1000|1111",1083
220,"0000|1000|1111",1800
220,"0000|0011|1101|1111",243
220,"0000|0011|1101",165
220,"0000|1101",334
220,"0000|1101|1111",442
220,"0000|0011|1001|1111",61
220,"0000|0011|1000|1101|1111",101
220,"0000|1000|1101|1111",187
220,"0000|1000|1101",79
220,"0000|1001|1111",54
220,"0000|0011|1000|1101",47
220,"0000|1001|1101",2
220,"0000|0011|1001|1101|1111",10
220,"0000|1001|1101|1111",9
220,"0000|1000|1100|1111",6
220,"0000|0011|1001|1101",2
220,"0000|0011|1000|1100|1111",1
221,"0000|1000|1101",2136
221,"0000|1101",5880
221,"0000|1000|1101|1111",826
221,"0000|0011|1000|1101",103
221,"0000|0011|1101",287
221,"0000|1000|1100|1111",296
221,"0000|1101|1111",276
221,"0000|1001|1101|1111",35
221,"0000|1001|1101",87
221,"0000|0011|1000|1101|1111",43
221,"0000|0011|1000|1100|1111",13
221,"0000|0011|1101|1111",14
221,"0000|0011|1001|1101",4
222,"0000|1000|1111",2633
222,"0000|1111",5004
222,"0000|1000|1101|1111",265
222,"0000|0011|1000|1101|1111",26
222,"0000|0011|1000|1111",224
222,"0000|1101|1111",668
222,"0000|1101",463
222,"0000|1001|1111",123
222,"0000|1000|1101",97
222,"0000|0011|1111",360
222,"0000|0011|1101",39
222,"0000|0011|1101|1111",44
222,"0000|0011|1000|1101",6
222,"0000|1001|1101|1111",16
222,"0000|1000|1100|1111",11
222,"0000|0011|1001|1111",10
222,"0000|0011|1001|1101",2
222,"0000|1001|1101",5
222,"0000|0011|1000|1100|1111",3
222,"0000|0011|1001|1101|1111",1
223,"0000|1000|1111",8504
223,"0000|1000|1100|1111",83
223,"0000|0011|1000|1111",410
223,"0000|1000|1101|1111",713
223,"0000|1000|1101",238
223,"0000|0011|1000|1101|1111",40
223,"0000|0011|1000|1100|1111",4
223,"0000|0011|1000|1101",8
224,"0000|1000|1111",2391
224,"0000|0011|1111",757
224,"0000|1111",4325
224,"0000|0011|1000|1111",466
224,"0000|0011|1001|1111",62
224,"0000|1000|1101|1111",293
224,"0000|1101|1111",566
224,"0000|1001|1101|1111",28
224,"0000|1101",447
224,"0000|0011|1101",72
224,"0000|0011|1000|1101|1111",56
224,"0000|1000|1101",91
224,"0000|1001|1101",23
224,"0000|0011|1101|1111",92
224,"0000|1001|1111",287
224,"0000|0011|1000|1101",20
224,"0000|0011|1001|1101",7
224,"0000|1000|1100|1111",10
224,"0000|0011|1001|1101|1111",7
225,"0000|1111",5546
225,"0000|1000|1111",3006
225,"0000|0011|1111",261
225,"0000|0011|1000|1100|1111",7
225,"0000|1001|1111",120
225,"0000|1101|1111",682
225,"0000|0011|1000|1111",123
225,"0000|1101",99
225,"0000|1001|1101|1111",6
225,"0000|1000|1101|1111",22
225,"0000|1000|1100|1111",79
225,"0000|0011|1101|1111",35
225,"0000|0011|1101",3
225,"0000|0011|1001|1111",10
225,"0000|0011|1000|1101|1111",1
226,"0000|1111",4406
226,"0000|0011|1111",216
226,"0000|1001|1101|1111",103
226,"0000|1000|1111",2649
226,"0000|1001|1111",738
226,"0000|1101|1111",558
226,"0000|1101",441
226,"0000|1000|1101",128
226,"0000|0011|1001|1111",114
226,"0000|1001|1101",55
226,"0000|0011|1000|1111",182
226,"0000|0011|1000|1101|1111",22
226,"0000|1000|1101|1111",308
226,"0000|0011|1101|1111",23
226,"0000|0011|1001|1101|1111",11
226,"0000|0011|1101",24
226,"0000|0011|1000|1101",7
226,"0000|0011|1001|1101",10
226,"0000|1000|1100|1111",5
227,"0000|1111",4838
227,"0000|0011|1111",2973
227,"0000|0011|1101|1111",467
227,"0000|1101",462
227,"0000|1101|1111",763
227,"0000|1000|1101|1111",43
227,"0000|0011|1000|1101",48
227,"0000|0011|1101",293
227,"0000|0011|1000|1101|1111",19
227,"0000|1000|1101",65
227,"0000|1000|1100|1111",11
227,"0000|0011|1000|1100|1111",7
227,"0000|0011|1001|1101",2
227,"0000|1001|1101",4
227,"0000|1000|1111",1
227,"0000|0011|1001|1101|1111",4
228,"0000|0011|1111",5726
228,"0000|1111",3897
228,"0000|0011|1000|1111",96
228,"0000|0011|1101",12
228,"0000|0011|1101|1111",92
228,"0000|1000|1111",75
228,"0000|1101|1111",55
228,"0000|0011|1011|1111",2
228,"0000|0011|1001|1111",6
228,"0000|0011|1000|1101|1111",9
228,"0000|1101",16
228,"0000|1000|1101|1111",8
228,"0000|0011|1000|1101",1
228,"0000|1000|1101",3
228,"0000|1001|1111",2
229,"0000|1111",5950
229,"0000|0011|1111",3497
229,"0000|1000|1111",289
229,"0000|0011|1000|1111",172
229,"0000|1000|1101|1111",19
229,"0000|1101",2
229,"0000|1000|1101",6
229,"0000|1101|1111",25
229,"0000|0011|1101|1111",20
229,"0000|0011|1000|1101|1111",15
229,"0000|0011|1000|1101",4
229,"0000|0011|1101",1
230,"0000|1111",3691
230,"0000|0011|1111",5951
230,"0000|0011|1101|1111",69
230,"0000|0011|1001|1111",24
230,"0000|1000|1111",71
230,"0000|0011|1000|1101|1111",7
230,"0000|1101|1111",49
230,"0000|0011|1000|1111",84
230,"0000|1101",13
230,"0000|0011|1001|1011|1111",1
230,"0000|0011|1001|1101",3
230,"0000|0011|1001|1101|1111",2
230,"0000|1001|1111",9
230,"0000|0011|1101",19
230,"0000|0011|1000|1101",1
230,"0000|1000|1101|1111",3
230,"0000|1000|1101",3
231,"0000|1111",6083
231,"0000|0011|1111",3682
231,"0000|1101|1111",52
231,"0000|1000|1111",101
231,"0000|1000|1100|1111",3
231,"0000|0011|1000|1111",41
231,"0000|0011|1101|1111",24
231,"0000|1101",2
231,"0000|1001|1111",6
231,"0000|0011|1000|1100|1111",1
231,"0000|0011|1001|1111",5
232,"0000|1111",4825
232,"0000|0011|1111",4743
232,"0000|1000|1111",87
232,"0000|0011|1000|1111",61
232,"0000|0011|1000|1101",3
232,"0000|1101|1111",65
232,"0000|1101",18
232,"0000|0011|1000|1101|1111",4
232,"0000|0011|1101|1111",50
232,"0000|1000|1101|1111",8
232,"0000|1001|1111",24
232,"0000|0011|1001|1111",65
232,"0000|0011|1101",20
232,"0000|1001|1101|1111",2
232,"0000|0011|1001|1101",7
232,"0000|1000|1101",6
232,"0000|0011|1011|1101|1111",1
232,"0000|0011|1011|1111",2
232,"0000|0011|1001|1101|1111",9
233,"0000|1111",7240
233,"0000|0011|1111",562
233,"0000|1101",748
233,"0000|1101|1111",1135
233,"0000|0011|1101|1111",96
233,"0000|1000|1101",84
233,"0000|0011|1101",64
233,"0000|1000|1101|1111",44
233,"0000|1000|1100|1111",6
233,"0000|1001|1101",7
233,"0000|0011|1000|1101|1111",3
233,"0000|0011|1000|1111",1
233,"0000|0011|1000|1101",7
233,"0000|1001|1101|1111",2
233,"0000|1000|1111",1
234,"0000|1000|1100|1111",65
234,"0000|1101",139
234,"0000|1111",8161
234,"0000|1000|1101",239
234,"0000|1101|1111",749
234,"0000|0011|1111",398
234,"0000|1000|1111",22
234,"0000|1000|1101|1111",170
234,"0000|0011|1000|1100|1111",6
234,"0000|0011|1101",5
234,"0000|0011|1101|1111",28
234,"0000|0011|1000|1101",9
234,"0000|0011|1000|1101|1111",9
235,"0000|1111",6655
235,"0000|0011|1111",1242
235,"0000|1101|1111",999
235,"0000|0011|1101|1111",177
235,"0000|1101",607
235,"0000|1000|1101",95
235,"0000|0011|1101",97
235,"0000|1000|1100|1111",7
235,"0000|1000|1101|1111",48
235,"0000|0011|1000|1101|1111",11
235,"0000|1001|1101|1111",17
235,"0000|1001|1101",25
235,"0000|0011|1000|1101",10
235,"0000|0011|1000|1100|1111",5
235,"0000|1000|1111",1
235,"0000|0011|1001|1101|1111",2
235,"0000|0011|1001|1101",2
236,"0000|1111",8388
236,"0000|1101|1111",824
236,"0000|0011|1111",397
236,"0000|1000|1111",20
236,"0000|1101",153
236,"0000|1000|1100|1111",136
236,"0000|0011|1101|1111",40
236,"0000|1001|1101|1111",9
236,"0000|0011|1000|1100|1111",3
236,"0000|0011|1101",3
236,"0000|1000|1101|1111",27
237,"0000|1111",7334
237,"0000|1101|1111",1174
237,"0000|0011|1111",491
237,"0000|1101",635
237,"0000|1000|1101",80
237,"0000|1000|1101|1111",62
237,"0000|0011|1101|1111",66
237,"0000|1001|1101",51
237,"0000|0011|1001|1101",12
237,"0000|0011|1101",23
237,"0000|1001|1101|1111",36
237,"0000|0011|1000|1101",3
237,"0000|0011|1001|1101|1111",7
237,"0000|1000|1111",3
237,"0000|0011|1000|1100|1111",1
237,"0000|0011|1000|1101|1111",7
237,"0000|1000|1100|1111",15
238,"0000|1111",8741
238,"0000|0011|1111",682
238,"0000|1101|1111",49
238,"0000|1000|1111",440
238,"0000|0011|1000|1111",36
238,"0000|0011|1000|1101",1
238,"0000|1000|1101|1111",33
238,"0000|0011|1101|1111",9
238,"0000|1000|1100|1111",1
238,"0000|1000|1101",6
238,"0000|1101",1
238,"0000|0011|1000|1101|1111",1
239,"0000|1111",7231
239,"0000|0011|1111",2387
239,"0000|0011|1000|1111",40
239,"0000|1101|1111",105
239,"0000|1101",26
239,"0000|1001|1111",28
239,"0000|1000|1111",109
239,"0000|0011|1101|1111",42
239,"0000|0011|1101",10
239,"0000|0011|1001|1111",4
239,"0000|0011|1000|1101|1111",2
239,"0000|1000|1101|1111",7
239,"0000|0011|1001|1101|1111",2
239,"0000|1000|1101",1
239,"0000|0011|1001|1101",2
239,"0000|1001|1101|1111",3
239,"0000|0011|1011|1111",1
240,"0000|1111",9064
240,"0000|0011|1111",705
240,"0000|1000|1111",148
240,"0000|1101|1111",50
240,"0000|1001|1111",8
240,"0000|0011|1000|1111",14
240,"0000|0011|1001|1111",3
240,"0000|1000|1100|1111",2
240,"0000|1101",1
240,"0000|0011|1101|1111",5
241,"0000|1101|1111",103
241,"0000|1111",8863
241,"0000|0011|1001|1111",16
241,"0000|0011|1111",703
241,"0000|1001|1111",81
241,"0000|0011|1000|1111",9
241,"0000|1000|1111",137
241,"0000|0011|1101|1111",12
241,"0000|1000|1101|1111",17
241,"0000|1101",33
241,"0000|1001|1101|1111",11
241,"0000|1000|1101",6
241,"0000|0011|1011|1111",5
241,"0000|0011|1001|1101",1
241,"0000|1000|1100|1111",1
241,"0000|0011|1101",1
241,"0000|1001|1101",1
242,"0000|1111",7921
242,"0000|1000|1111",428
242,"0000|0011|1111",1471
242,"0000|0011|1000|1111",69
242,"0000|1101|1111",39
242,"0000|0011|1101|1111",8
242,"0000|1000|1101|1111",37
242,"0000|0011|1000|1101|1111",11
242,"0000|1000|1101",8
242,"0000|0011|1000|1101",3
242,"0000|1101",4
242,"0000|0011|1000|1100|1111",1
243,"0000|1111",9052
243,"0000|1000|1111",484
243,"0000|0011|1111",435
243,"0000|0011|1000|1111",21
243,"0000|1000|1100|1111",7
243,"0000|0011|1000|1100|1111",1
244,"0000|1111",8924
244,"0000|0011|1111",545
244,"0000|1000|1111",399
244,"0000|1101|1111",46
244,"0000|0011|1000|1111",36
244,"0000|1000|1101|1111",34
244,"0000|0011|1000|1101",2
244,"0000|1000|1101",9
244,"0000|1000|1100|1111",3
244,"0000|0011|1000|1101|1111",1
244,"0000|1101",1
245,"0000|1111",8242
245,"0000|1000|1111",139
245,"0000|0011|1111",1499
245,"0000|1001|1111",32
245,"0000|1101|1111",49
245,"0000|0011|1000|1111",26
245,"0000|1001|1101|1111",2
245,"0000|0011|1101|1111",5
245,"0000|0011|1001|1111",4
245,"0000|1101",1
245,"0000|1000|1100|1111",1
246,"0000|1111",6917
246,"0000|0011|1111",1820
246,"0000|1001|1111",706
246,"0000|0011|1001|1111",194
246,"0000|0011|1001|1101|1111",17
246,"0000|1000|1111",130
246,"0000|1101|1111",38
246,"0000|0011|1000|1111",34
246,"0000|1001|1101|1111",92
246,"0000|0011|1101|1111",6
246,"0000|1000|1101",4
246,"0000|1001|1101",18
246,"0000|1000|1101|1111",11
246,"0000|0011|1000|1101",1
246,"0000|0011|1001|1101",6
246,"0000|0011|1011|1111",2
246,"0000|0011|1101",3
246,"0000|1101",1
247,"0000|1111",9063
247,"0000|0011|1111",605
247,"0000|1001|1111",76
247,"0000|1000|1111",146
247,"0000|1101|1111",64
247,"0000|0011|1000|1111",9
247,"0000|0011|1001|1111",20
247,"0000|1001|1101|1111",6
247,"0000|0011|1001|1101|1111",2
247,"0000|1000|1101|1111",1
247,"0000|1101",3
247,"0000|0011|1101|1111",2
247,"0000|1000|1100|1111",3
248,"0000|1101",498
248,"0000|1000|1111",2693
248,"0000|1000|1101|1111",320
248,"0000|1111",5148
248,"0000|0011|1000|1101|1111",15
248,"0000|0011|1101|1111",31
248,"0000|0011|1111",252
248,"0000|1101|1111",611
248,"0000|1001|1111",132
248,"0000|0011|1000|1111",135
248,"0000|1000|1101",119
248,"0000|0011|1001|1111",10
248,"0000|1001|1101|1111",10
248,"0000|0011|1101",16
248,"0000|0011|1001|1101",1
248,"0000|1001|1101",3
248,"0000|1000|1100|1111",4
248,"0000|0011|1000|1101",1
248,"0000|0011|1001|1101|1111",1
249,"0000|1111",6081
249,"0000|0011|1111",3559
249,"0000|1000|1111",97
249,"0000|0011|1000|1101",3
249,"0000|1101",24
249,"0000|1101|1111",76
249,"0000|0011|1000|1111",63
249,"0000|0011|1101|1111",62
249,"0000|0011|1000|1101|1111",9
249,"0000|0011|1101",7
249,"0000|1001|1111",6
249,"0000|1000|1101|1111",3
249,"0000|1000|1101",4
249,"0000|0011|1001|1111",6
250,"0000|1111",7482
250,"0000|1101|1111",1172
250,"0000|1101",728
250,"0000|0011|1111",329
250,"0000|1000|1101|1111",53
250,"0000|1000|1101",108
250,"0000|0011|1101",38
250,"0000|0011|1101|1111",62
250,"0000|1000|1100|1111",12
250,"0000|1001|1101",5
250,"0000|1000|1111",3
250,"0000|0011|1000|1101|1111",4
250,"0000|0011|1000|1101",2
250,"0000|0011|1001|1101|1111",1
250,"0000|1001|1101|1111",1
251,"0000|1111",8957
251,"0000|0011|1111",726
251,"0000|1000|1111",127
251,"0000|1101|1111",104
251,"0000|0011|1101|1111",20
251,"0000|1000|1101|1111",13
251,"0000|1101",29
251,"0000|0011|1000|1111",4
251,"0000|1001|1111",8
251,"0000|1000|1101",4
251,"0000|0011|1000|1101|1111",3
251,"0000|1001|1101|1111",1
251,"0000|0011|1000|1101",2
251,"0000|0011|1001|1111",1
251,"0000|0011|1101",1
252,"0000|1111",9003
252,"0000|1000|1111",438
252,"0000|0011|1111",438
252,"0000|1101|1111",46
252,"0000|1101",4
252,"0000|1000|1101|1111",28
252,"0000|0011|1000|1111",26
252,"0000|1000|1101",12
252,"0000|0011|1101|1111",2
252,"0000|1000|1100|1111",2
252,"0000|0011|1000|1101|1111",1
253,"0000|1111",8168
253,"0000|0011|1111",1467
253,"0000|0011|1000|1111",16
253,"0000|0011|1101|1111",15
253,"0000|1000|1111",122
253,"0000|1000|1101|1111",17
253,"0000|1001|1111",22
253,"0000|1101|1111",115
253,"0000|1101",32
253,"0000|0011|1001|1111",10
253,"0000|1000|1101",5
253,"0000|0011|1001|1101|1111",1
253,"0000|0011|1000|1101|1111",3
253,"0000|1001|1101|1111",3
253,"0000|0011|1101",3
253,"0000|0011|1000|1101",1
254,"0000|1111",9305
254,"0000|0011|1111",449
254,"0000|1000|1111",169
254,"0000|1101|1111",55
254,"0000|1001|1111",10
254,"0000|1101",1
254,"0000|1000|1101|1111",1
254,"0000|1001|1101|1111",1
254,"0000|0011|1000|1111",6
254,"0000|0011|1101|1111",2
254,"0000|1000|1100|1111",1
255,"0000|1111",8937
255,"0000|1000|1111",145
255,"0000|1101|1111",128
255,"0000|0011|1111",613
255,"0000|1101",41
255,"0000|1000|1101|1111",16
255,"0000|1001|1111",67
255,"0000|0011|1101|1111",10
255,"0000|0011|1000|1111",11
255,"0000|0011|1001|1111",13
255,"0000|0011|1101",3
255,"0000|1000|1101",3
255,"0000|1001|1101|1111",10
255,"0000|0011|1000|1101|1111",2
255,"0000|1001|1101",1
256,"0000|1111",9173
256,"0000|0011|1111",477
256,"0000|1101",33
256,"0000|1000|1111",150
256,"0000|1101|1111",124
256,"0000|1000|1101|1111",14
256,"0000|0011|1000|1101",1
256,"0000|0011|1101|1111",6
256,"0000|0011|1000|1111",6
256,"0000|1001|1101",1
256,"0000|0011|1000|1101|1111",3
256,"0000|1001|1111",9
256,"0000|1000|1101",2
256,"0000|0011|1101",1
